203.505	2.415
212.983	3.079
227.876	3.031
236.902	2.964
251.344	3.918
260.370	4.251
273.478	6.884
278.399	8.964
282.136	10.731
287.900	13.103
291.511	15.019
295.121	16.837
298.281	18.584
301.891	19.930
305.502	21.073
310.466	22.793
315.882	24.189
324.457	26.154
331.678	27.534
346.120	29.302
355.146	30.027
368.685	31.699
375.004	33.037
384.481	35.153
391.702	36.329
404.790	37.546
413.817	38.193
428.258	37.713
437.285	36.687
451.275	34.861
459.399	33.514
471.584	31.412
478.805	30.105
489.637	28.153
496.858	26.845
507.689	24.794
515.362	23.484
529.352	21.366
537.927	20.062
551.918	18.268
560.944	17.177
575.386	15.541
584.412	14.690
598.854	13.387
607.881	12.592
621.420	11.470
630.446	10.913
644.888	9.906
653.915	9.314
668.357	8.425
677.383	7.916
691.825	7.134
700.851	6.606
715.293	5.818
724.319	5.396
738.761	4.798
747.787	4.439
762.229	3.884
771.256	3.539
785.698	3.059
794.724	2.820
808.263	2.511
817.290	2.303
831.732	1.940
840.758	1.772
855.200	1.475
864.226	1.464
876.676	1.188
888.740	1.089
