401.40147	0.01088
406.44554	0.12886
408.50491	0.20177
410.37924	0.28038
411.88029	0.35227
413.19535	0.42450
414.70031	0.51857
416.01834	0.60759
417.14667	0.67590
418.46553	0.76969
419.97109	0.86711
421.40988	0.93762
424.27284	0.99573
428.36384	0.98423
431.27726	0.94331
435.22693	0.86728
438.56145	0.78607
441.52612	0.71762
444.67648	0.64716
448.38462	0.57461
452.46703	0.51444
456.55133	0.46497
460.63735	0.42526
464.72321	0.38464
468.80567	0.32478
472.88647	0.25546
476.97044	0.20415
481.05625	0.16322
485.14329	0.12932
489.23163	0.10275
493.32099	0.08198
497.22292	0.05339
